web-scraper-order,web-scraper-start-url,link to TV,link to TV-href,caracteristique,price,rating,marque
"1638026499-354","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung 32 HD Smart tv2,580.00 Dhs","https://www.jumia.ma/samsung-32-hd-smart-tv-43862406.html","Samsung 32 HD Smart tv","2,580.00 Dhs","null","Samsung"
"1638026885-502","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Samsung TV 50AU7175 Crystal Processor 4K Smart tv récepteur intégrée serie 7 Bluetooth 20215 out of 5(1)6,649.00 Dhs8,000.00 Dhs17%offres à partir de","https://www.jumia.ma/tv-50au7175-crystal-processor-4k-smart-tv-recepteur-integree-serie-7-bluetooth-2021-samsung-mpg987764.html","Samsung TV 50AU7175 Crystal Processor 4K Smart tv récepteur intégrée serie 7 Bluetooth 2021","6,649.00 Dhs","5","Samsung"
"1638027009-549","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Visio 40"" VISIO SMART TV ANDROID RAPIDE +FULL HD +RÉCEPTEUR et TNT+SUPPORT MURALE2,699.00 Dhs3,900.00 Dhs31%","https://www.jumia.ma/visio-40-visio-smart-tv-android-rapide-full-hd-recepteur-et-tntsupport-murale-32454916.html","Visio 40"" VISIO SMART TV ANDROID RAPIDE +FULL HD +RÉCEPTEUR et TNT+SUPPORT MURALE","2,699.00 Dhs","null","Visio"
"1638026631-404","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","KRÖHLER TV LED TBKS-32-TM-02 32 Pouces Smart - BZ Série2,089.00 Dhs2,199.00 Dhs5%","https://www.jumia.ma/krohler-tv-led-tbks-32-tm-02-32-pouces-smart-bz-serie-40150937.html","KRÖHLER TV LED TBKS-32-TM-02 32 Pouces Smart - BZ Série","2,089.00 Dhs","null","KRÖHLER"
"1638026274-267","https://www.jumia.ma/mlp-smart-tv/?page=9#catalog-listing","En rupture de stockVison 40N5000 40'' LED SUPER Slim FHD TV  -  Récepteur Intégré - Noir4.1 out of 5(43)4,999.00 Dhs","https://www.jumia.ma/40n5000-40-led-super-slim-fhd-tv-recepteur-integre-noir-vison-mpg75415.html","Vison 40N5000 40'' LED SUPER Slim FHD TV  -  Récepteur Intégré - Noir","4,999.00 Dhs","4.1","Vison"
"1638026671-420","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","KRÖHLER TV TKS-65-SM-03 LED 65 Pouces LED Smart Borderless7,490.00 Dhs7,790.00 Dhs4%","https://www.jumia.ma/krohler-tv-tks-65-sm-03-led-65-pouces-led-smart-borderless-40133831.html","KRÖHLER TV TKS-65-SM-03 LED 65 Pouces LED Smart Borderless","7,490.00 Dhs","null","KRÖHLER"
"1638026664-417","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","LG LED 75"" UHD 4K Smart TV Nanocell - Noir - 75NANO80VPA22,999.00 Dhs","https://www.jumia.ma/lg-led-75-uhd-4k-smart-tv-nanocell-noir-75nano80vpa-44741626.html","LG LED 75"" UHD 4K Smart TV Nanocell - Noir - 75NANO80VPA","22,999.00 Dhs","null","LG"
"1638026430-328","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Gold Vision Téléviseur Led TV LED 32pouces SMART2,750.00 Dhs","https://www.jumia.ma/televiseur-led-tv-led-32pouces-smart-gold-vision-mpg1044438.html","Gold Vision Téléviseur Led TV LED 32pouces SMART","2,750.00 Dhs","null","Gold Vision"
"1638027058-567","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Vision 32"" SMART TV ANDROID 9 RAPIDE+ TÉLÉCOMMANDE Bleuthout VOCAL MODEL 20203.5 out of 5(2)2,098.00 Dhs2,500.00 Dhs16%","https://www.jumia.ma/vision-32-smart-tv-android-9-rapide-telecommande-bleuthout-vocal-model-2020-36961632.html","Vision 32"" SMART TV ANDROID 9 RAPIDE+ TÉLÉCOMMANDE Bleuthout VOCAL MODEL 2020","2,098.00 Dhs","3.5","Vision"
"1638026296-275","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","En rupture de stockSamsung 32″ HD UA32N5003AKXMV - LED TV  –  Noir4.4 out of 5(17)2,049.00 Dhs","https://www.jumia.ma/32-hd-ua32n5003akxmv-led-tv-noir-samsung-mpg49802.html","Samsung 32″ HD UA32N5003AKXMV - LED TV  –  Noir","2,049.00 Dhs","4.4","Samsung"
"1638026649-411","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Samsung 43"" - Smart TV - UA43T5300-  LED Full HD5 out of 5(1)4,455.50 Dhs6,490.00 Dhs31%offres à partir de","https://www.jumia.ma/43-smart-tv-ua43t5300-led-full-hd-samsung-mpg1184127.html","Samsung 43"" - Smart TV - UA43T5300-  LED Full HD","4,455.50 Dhs","5","Samsung"
"1638026646-410","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Visio TV 32"" Pouces HD VISIO Recepteur integré + TNT - Modèle 2021 - Support Cadeau1,749.00 Dhs2,299.00 Dhs24%","https://www.jumia.ma/visio-tv-32-pouces-hd-visio-recepteur-integre-tnt-modele-2021-support-cadeau-41280371.html","Visio TV 32"" Pouces HD VISIO Recepteur integré + TNT - Modèle 2021 - Support Cadeau","1,749.00 Dhs","null","Visio"
"1638026524-364","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung 32"" LED HD -Satellite intégré - HDMI - TNT - USB - 32N5000 - Support4 out of 5(59)2,199.00 Dhs2,899.00 Dhs24%","https://www.jumia.ma/32-led-hd-satellite-integre-hdmi-tnt-usb-32n5000-support-samsung-mpg959782.html","Samsung 32"" LED HD -Satellite intégré - HDMI - TNT - USB - 32N5000 - Support","2,199.00 Dhs","4","Samsung"
"1638026440-332","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Samsung TV 32"" LED Full HD - Satellite intégré - HDMI-TNT-USB - 32N5000 - Noir- Garantie4.2 out of 5(33)2,499.00 Dhs","https://www.jumia.ma/tv-32-led-full-hd-satellite-integre-hdmi-tnt-usb-32n5000-noir-garantie-samsung-mpg844220.html","Samsung TV 32"" LED Full HD - Satellite intégré - HDMI-TNT-USB - 32N5000 - Noir- Garantie","2,499.00 Dhs","4.2","Samsung"
"1638027094-581","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Vision TV 32"" Pouces HD Led VISION Recepteur integré + TNT + HDMI + USB - Garantie 1 AN + Support Mural4.5 out of 5(8)1,639.00 Dhs1,999.00 Dhs18%offres à partir de","https://www.jumia.ma/tv-32-pouces-hd-led-vision-recepteur-integre-tnt-hdmi-usb-garantie-1-an-support-mural-vision-mpg944764.html","Vision TV 32"" Pouces HD Led VISION Recepteur integré + TNT + HDMI + USB - Garantie 1 AN + Support Mural","1,639.00 Dhs","4.5","Vision"
"1638026707-433","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Revolution Led Tv 32″ HDR + Récepteur intégré + TNT -Garantie 18 mois1,690.00 Dhs1,999.00 Dhs15%","https://www.jumia.ma/revolution-led-tv-32-hdr-recepteur-integre-tnt-garantie-18-mois-41875830.html","Revolution Led Tv 32″ HDR + Récepteur intégré + TNT -Garantie 18 mois","1,690.00 Dhs","null","Revolution"
"1638026385-311","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","Skyworth TV 43 pouces S3 SMART3,899.00 Dhs4,699.00 Dhs17%","https://www.jumia.ma/skyworth-tv-43-pouces-s3-smart-45395335.html","Skyworth TV 43 pouces S3 SMART","3,899.00 Dhs","null","Skyworth"
"1638026263-263","https://www.jumia.ma/mlp-smart-tv/?page=9#catalog-listing","En rupture de stockSamsung 55″ FULL HD 55M5575 LED Smart TV – Black4.3 out of 5(7)9,999.00 Dhs","https://www.jumia.ma/55-full-hd-55m5575-led-smart-tv-black-samsung-mpg82857.html","Samsung 55″ FULL HD 55M5575 LED Smart TV – Black","9,999.00 Dhs","4.3","Samsung"
"1638027096-582","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Samsung TV LED 43 Pouces SMART Full HD Avec Recepteur - Garantie4 out of 5(1)3,950.00 Dhs3,999.00 Dhs1%","https://www.jumia.ma/tv-led-43-pouces-smart-full-hd-avec-recepteur-garantie-samsung-mpg912844.html","Samsung TV LED 43 Pouces SMART Full HD Avec Recepteur - Garantie","3,950.00 Dhs","4","Samsung"
"1638026565-379","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung TV QLED 65Q65R, Ecran Quantum Dot13,999.00 Dhs","https://www.jumia.ma/samsung-tv-qled-65q65r-ecran-quantum-dot-38026207.html","Samsung TV QLED 65Q65R, Ecran Quantum Dot","13,999.00 Dhs","null","Samsung"
"1638026641-408","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Mgs TV 32"" Pouces HD Led MGS + TV BOX H96 MINI + CABLE HDMI1,899.05 Dhs2,399.00 Dhs21%","https://www.jumia.ma/mgs-tv-32-pouces-hd-led-mgs-tv-box-h96-mini-cable-hdmi-41538751.html","Mgs TV 32"" Pouces HD Led MGS + TV BOX H96 MINI + CABLE HDMI","1,899.05 Dhs","null","Mgs"
"1638026979-538","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Skyworth TV 40 pouces Android  Gamme TB7000 FRAMELESS3,399.00 Dhs3,799.00 Dhs11%","https://www.jumia.ma/skyworth-tv-40-pouces-android-gamme-tb7000-frameless-39669166.html","Skyworth TV 40 pouces Android  Gamme TB7000 FRAMELESS","3,399.00 Dhs","null","Skyworth"
"1638026514-360","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung 32"" Smart Tv LED HD - Récepteur Intégré HD - TNT - HDR - Modele 2020 - ORIGINALE + support gratuit2.5 out of 5(2)2,460.50 Dhs3,199.00 Dhs23%","https://www.jumia.ma/samsung-32-smart-tv-led-hd-recepteur-integre-hd-tnt-hdr-modele-2020-originale-support-gratuit-41054083.html","Samsung 32"" Smart Tv LED HD - Récepteur Intégré HD - TNT - HDR - Modele 2020 - ORIGINALE + support gratuit","2,460.50 Dhs","2.5","Samsung"
"1638026388-312","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","Skyworth TV  32 pouces Récepteur 32STD2000 FRAMELESS1,999.00 Dhs2,599.00 Dhs23%","https://www.jumia.ma/skyworth-tv-32-pouces-recepteur-32std2000-frameless-45395339.html","Skyworth TV  32 pouces Récepteur 32STD2000 FRAMELESS","1,999.00 Dhs","null","Skyworth"
"1638026380-309","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","Elexia 40"" Full HD LED TV - FHD+ 40A5001 - Récepteur et TNT2,350.00 Dhs3,000.00 Dhs22%","https://www.jumia.ma/elexia-40-full-hd-led-tv-fhd-40a5001-recepteur-et-tnt-45395416.html","Elexia 40"" Full HD LED TV - FHD+ 40A5001 - Récepteur et TNT","2,350.00 Dhs","null","Elexia"
"1638026415-322","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Revolution LED TV 32 récepteur intégré et tnt avec SUPORT TV FIX GRATUITE - Garantie 1 an1,899.00 Dhs2,190.00 Dhs13%","https://www.jumia.ma/revolution-led-tv-32-recepteur-integre-et-tnt-avec-suport-tv-fix-gratuite-garantie-1-an-40928251.html","Revolution LED TV 32 récepteur intégré et tnt avec SUPORT TV FIX GRATUITE - Garantie 1 an","1,899.00 Dhs","null","Revolution"
"1638026905-510","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Samsung 32"" - Smart TV - UA32T5300 - LED Full HD - Récepteur intégré3,090.00 Dhs4,292.00 Dhs28%","https://www.jumia.ma/samsung-32-smart-tv-ua32t5300-led-full-hd-recepteur-integre-41151036.html","Samsung 32"" - Smart TV - UA32T5300 - LED Full HD - Récepteur intégré","3,090.00 Dhs","null","Samsung"
"1638026763-455","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Revolution Tv 32″ Récepteur intégré + TNT LED HDMI USB VGA -Garantie 18 mois1,549.00 Dhs2,099.00 Dhs26%","https://www.jumia.ma/revolution-tv-32-recepteur-integre-tnt-led-hdmi-usb-vga-garantie-18-mois-42297421.html","Revolution Tv 32″ Récepteur intégré + TNT LED HDMI USB VGA -Garantie 18 mois","1,549.00 Dhs","null","Revolution"
"1638026422-325","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Samsung TV LED 43T5300  Full HD  Smart TV Récepteur intégrée modèle 20204,869.00 Dhs5,500.00 Dhs11%","https://www.jumia.ma/tv-led-43t5300-full-hd-smart-tv-recepteur-integree-modele-2020-samsung-mpg924564.html","Samsung TV LED 43T5300  Full HD  Smart TV Récepteur intégrée modèle 2020","4,869.00 Dhs","null","Samsung"
"1638027078-575","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Visio 40"" VISIO SMART TV ANDROID RAPIDE +FULL HD 1080P + RÉCEPTEUR INTÉGRÉ + TNT + SUPPORT MURALE1 out of 5(1)2,689.00 Dhs3,900.00 Dhs31%","https://www.jumia.ma/visio-40-visio-smart-tv-android-rapide-full-hd-1080p-recepteur-integre-tnt-support-murale-28337922.html","Visio 40"" VISIO SMART TV ANDROID RAPIDE +FULL HD 1080P + RÉCEPTEUR INTÉGRÉ + TNT + SUPPORT MURALE","2,689.00 Dhs","1","Visio"
"1638026781-462","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Expédié depuis l'étrangerLEADSTAR 10 Inch Portable Digital ATSC TFT HD Screen764.00 Dhs1,528.00 Dhs50%","https://www.jumia.ma/leadstar-10-inch-portable-digital-atsc-tft-hd-screen-37753303.html","LEADSTAR 10 Inch Portable Digital ATSC TFT HD Screen","764.00 Dhs","null","LEADSTAR"
"1638026689-427","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Echolink Android TV 75 4K UHD75U20A Android 9.0,Bluetooth,chromcast,google assistant,Wifi( 16Go,2Go)10,900.00 Dhs14,000.00 Dhs22%","https://www.jumia.ma/echolink-android-tv-75-4k-uhd75u20a-android-9.0bluetoothchromcastgoogle-assistantwifi-16go2go-40717750.html","Echolink Android TV 75 4K UHD75U20A Android 9.0,Bluetooth,chromcast,google assistant,Wifi( 16Go,2Go)","10,900.00 Dhs","null","Echolink"
"1638026679-423","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Vision 32"" Smart TV  RAPIDE ANDROID 9.0 OFFICIEL+ Cable HDMI + SCREEN MIRRORING2,099.00 Dhs2,600.00 Dhs19%","https://www.jumia.ma/vision-32-smart-tv-rapide-android-9.0-officiel-cable-hdmi-screen-mirroring-39150341.html","Vision 32"" Smart TV  RAPIDE ANDROID 9.0 OFFICIEL+ Cable HDMI + SCREEN MIRRORING","2,099.00 Dhs","null","Vision"
"1638026862-493","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Visio TV LED Smart Android 50"" UHD 4K  / TNT / HDMI / USB + Support Mural3.9 out of 5(8)4,379.00 Dhs4,899.00 Dhs11%","https://www.jumia.ma/tv-led-smart-android-50-uhd-4k-recepteur-integre-tnt-hdmi-usb-visio-mpg845522.html","Visio TV LED Smart Android 50"" UHD 4K  / TNT / HDMI / USB + Support Mural","4,379.00 Dhs","3.9","Visio"
"1638026370-305","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","Itel 32"" Smart TV LED HD Android TV WIFI BLUETOOTH...1,949.00 Dhs2,499.00 Dhs22%","https://www.jumia.ma/itel-32-smart-tv-led-hd-android-tv-wifi-bluetooth...-45436797.html","Itel 32"" Smart TV LED HD Android TV WIFI BLUETOOTH...","1,949.00 Dhs","null","Itel"
"1638026363-302","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","LG LED 75"" TV UHD 4K Smart Nanocell - Noir - 75UP7750PVB14,899.00 Dhs","https://www.jumia.ma/lg-led-75-tv-uhd-4k-smart-nanocell-noir-75up7750pvb-44741648.html","LG LED 75"" TV UHD 4K Smart Nanocell - Noir - 75UP7750PVB","14,899.00 Dhs","null","LG"
"1638026697-430","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Leader 50 POUCES SMART 4K ANDROID 9 WIFI RECEPTEUR INTEGRE - 8 GB 1.5 GB RAM3,989.05 Dhs5,499.00 Dhs27%","https://www.jumia.ma/leader-50-pouces-smart-4k-android-9-wifi-recepteur-integre-8-gb-1.5-gb-ram-42374027.html","Leader 50 POUCES SMART 4K ANDROID 9 WIFI RECEPTEUR INTEGRE - 8 GB 1.5 GB RAM","3,989.05 Dhs","null","Leader"
"1638027122-592","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","TCL Smart TV LED 32P Récepteur2,199.00 Dhs2,599.00 Dhs15%","https://www.jumia.ma/smart-tv-led-32p-recepteur-tcl-mpg1174251.html","TCL Smart TV LED 32P Récepteur","2,199.00 Dhs","null","TCL"
"1638026462-341","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Samsung LED Tv  32N5000   HD RÉCEPTEUR INTÉGRÉ2,459.00 Dhs2,900.00 Dhs15%","https://www.jumia.ma/led-tv-samsung-32n5000-full-hd-recepteur-integre-samsung-mpg886725.html","Samsung LED Tv  32N5000   HD RÉCEPTEUR INTÉGRÉ","2,459.00 Dhs","null","Samsung"
